term,estimate,std.error,statistic,p.value,outcome
(Intercept),-2.421524331734609,0.3430385247544783,49.830114203156405,1.6765477894864489e-12,survey_abnormal
clusteryIDD,0.009374656190020073,0.3502755664892778,7.162934999871197e-4,0.9786482378966948,survey_abnormal
clusteryIRD,0.16944291745695428,0.29146491578032496,0.3379669794637464,0.5610050771220833,survey_abnormal
age_category>15,0.46056444437572924,0.30994145050417066,2.2081140053058785,0.13728641870295588,survey_abnormal
age_category14-15,0.3887031610306466,0.34809755292140326,1.2469074057394323,0.26414396905714665,survey_abnormal
female,0.1324991628503204,0.27349196091429245,0.23471299677585936,0.6280510204869358,survey_abnormal
race_ethNH Black,4.1266457111400784e-4,0.3096763740912443,1.7757352769804259e-6,0.9989367655391781,survey_abnormal
race_ethHispanic,-0.8384437179053749,0.39407737128890274,4.526732539882537,0.033369271978182846,survey_abnormal
race_ethNH Other,-0.015963974240936346,0.48454410596946074,0.0010854639549556584,0.9737173469635372,survey_abnormal
(Intercept),-2.1859013727991017,0.29809436836519315,53.77167721009427,2.2515322939398175e-13,exam_abnormal
clusteryIDD,0.7694304922582942,0.24988375856563927,9.481187323413154,0.0020758957465679684,exam_abnormal
clusteryIRD,0.916342082718563,0.2126308055649356,18.57218044795759,1.6359056898673785e-5,exam_abnormal
age_category>15,0.47383750854327383,0.19341089426950214,6.00201402974904,0.014289556870780928,exam_abnormal
age_category14-15,-0.24852573285453175,0.27825383162076833,0.7977382561470454,0.37177045520161633,exam_abnormal
female,-0.08755504937782532,0.17918045689187953,0.23877074542425583,0.6250953601986126,exam_abnormal
race_ethNH Black,0.2704673083501628,0.21126037739398507,1.6390547301927345,0.20045521225154417,exam_abnormal
race_ethHispanic,-0.4684815659131913,0.2854959603495458,2.692682068890774,0.10080999813529945,exam_abnormal
race_ethNH Other,-0.30291725269713,0.3913537578831535,0.5991133567074551,0.43891652075752663,exam_abnormal
(Intercept),-1.731108026534701,0.2277798797913626,57.75872812042859,2.964295475749168e-14,combined_abnormal
clusteryIDD,0.40235553968183974,0.20988879123804113,3.674865744160454,0.055238702253060934,combined_abnormal
clusteryIRD,0.6548547342628026,0.16728070868516032,15.324920271708901,9.05145648932848e-5,combined_abnormal
age_category>15,0.4036569187136645,0.16588640067786617,5.921111416146855,0.014960518530741762,combined_abnormal
age_category14-15,-0.031225428429935104,0.2194649956824443,0.020243532071098802,0.886859027597328,combined_abnormal
female,0.04606356743375384,0.1525329223839908,0.0911985548552958,0.7626589354534805,combined_abnormal
race_ethNH Black,0.10742644166403044,0.17509021162193367,0.3764424974420952,0.5395133279056092,combined_abnormal
race_ethHispanic,-0.4825085248659159,0.22739568110623976,4.502415363390622,0.033847012196014936,combined_abnormal
race_ethNH Other,-0.01872625603842369,0.28578219492868767,0.004293698834337024,0.947754949687744,combined_abnormal
