term,estimate,std.error,statistic,p.value,outcome
(Intercept),-2.307184784647114,0.3286452940519843,49.284450889601175,2.2141177780099497e-12,survey_abnormal
clusterySIDD,-0.2642147440185813,0.371099658969857,0.5069124845590279,0.4764784811190086,survey_abnormal
clusterySIRD,-0.04268227789835609,0.27894606435692954,0.023412872578411868,0.878388295595265,survey_abnormal
age_category>15,0.4598182570586327,0.29763842687977216,2.3866812478457855,0.12237317524953784,survey_abnormal
age_category14-15,0.31030717529988794,0.34067411094761046,0.8296699747627886,0.36236797659579156,survey_abnormal
female,0.20523974094366465,0.26836139621025124,0.5849016280078838,0.44439742735566334,survey_abnormal
race_ethNH Black,0.049343221458545534,0.29846998281286224,0.02733088396586495,0.8686916854880793,survey_abnormal
race_ethHispanic,-0.8944019696131786,0.38473284897847865,5.404393423785092,0.020086127605638437,survey_abnormal
race_ethNH Other,-0.08864652427895954,0.4877406406070979,0.03303281123060896,0.8557794675727433,survey_abnormal
(Intercept),-2.023320925624131,0.2646620648607191,58.44483720449028,2.0872192862952943e-14,exam_abnormal
clusterySIDD,1.1358659656355545,0.22027326104588765,26.59075146756591,2.5144454540715344e-7,exam_abnormal
clusterySIRD,0.8216648804700132,0.20802573617002992,15.601103370063447,7.82089383911666e-5,exam_abnormal
age_category>15,0.461314382551104,0.17575515547915943,6.889343571972871,0.008671110480670485,exam_abnormal
age_category14-15,-0.39956757656935105,0.2694913573124218,2.1983194158271644,0.13816129441853786,exam_abnormal
female,-0.21039133331248228,0.166253272252532,1.6014570209186902,0.20569685180266972,exam_abnormal
race_ethNH Black,0.20933912734204896,0.19157496950344557,1.194052132729244,0.27451371433032334,exam_abnormal
race_ethHispanic,-0.44583836360541207,0.26475224289671184,2.8357998555555466,0.09218489043455613,exam_abnormal
race_ethNH Other,-0.2942635399016359,0.338558658487424,0.755448842083175,0.38475655942370834,exam_abnormal
(Intercept),-1.593413913838183,0.2070838164516783,59.20588671754319,1.4210854715202004e-14,combined_abnormal
clusterySIDD,0.6873770822775537,0.18441816885812073,13.892572941024286,1.9356184265684195e-4,combined_abnormal
clusterySIRD,0.551264144428513,0.16348366409367754,11.370269695788023,7.462904091137812e-4,combined_abnormal
age_category>15,0.3500302135254263,0.1529266558100341,5.238955177797164,0.022086534790939805,combined_abnormal
age_category14-15,-0.19100929651545132,0.21213947656340712,0.8107109227140952,0.36791014963516255,combined_abnormal
female,-0.027912204827526058,0.14472920735119557,0.03719425974995554,0.8470700738569157,combined_abnormal
race_ethNH Black,0.11012516373489217,0.1650907821168244,0.4449666727293921,0.5047349440372373,combined_abnormal
race_ethHispanic,-0.4550497689607309,0.218830513777622,4.324162800880843,0.037574893947901145,combined_abnormal
race_ethNH Other,-0.009113250196925177,0.26400556611748516,0.0011915723598323797,0.9724631645277015,combined_abnormal
