term,estimate,std.error,statistic,p.value,outcome
(Intercept),-1.8510402598188862,0.3628183714746697,26.028742685542547,3.363720714189e-7,survey_abnormal
clusterySIDD,-0.6073879086311502,0.3835579756230929,2.507669215885296,0.113293383430626,survey_abnormal
clusterySIRD,-0.17647522819253306,0.28203952190686904,0.3915142417691079,0.5315045241158567,survey_abnormal
age_category>15,0.4116816619329175,0.29427743334341055,1.9570824621378708,0.16182568787270468,survey_abnormal
age_category14-15,0.576456578054782,0.35268240337061424,2.6715642019198085,0.10215557801318886,survey_abnormal
female,0.1069226699175042,0.26205556296885135,0.1664764563112317,0.6832624680748032,survey_abnormal
race_ethNH Black,0.1644879019521967,0.2945906741550237,0.31176684915741304,0.5765979945812953,survey_abnormal
race_ethHispanic,-0.6838381257944882,0.38512624571777065,3.152828794515634,0.07579545932310683,survey_abnormal
race_ethNH Other,-0.18230156022308244,0.5066843919881778,0.12945109200328342,0.7190018456620744,survey_abnormal
studyTODAY,-0.7885418647040368,0.2641184612134735,8.913576463465473,0.002830583699715117,survey_abnormal
(Intercept),-0.7854791225919087,0.19554418388279596,16.13539071986534,5.8971686421105396e-5,exam_abnormal
clusterySIDD,0.08752555628737062,0.16211377669907542,0.29149419638024066,0.5892646014458568,exam_abnormal
clusterySIRD,0.1488959254742277,0.15181150703021126,0.9619582949743237,0.32669397947637757,exam_abnormal
age_category>15,0.2665925259994236,0.12980236822266744,4.218234380036562,0.03999175437170677,exam_abnormal
age_category14-15,0.2346723583430669,0.21276770759193708,1.2165009341836173,0.27004843973185244,exam_abnormal
female,-0.18368600991397788,0.12359236803585892,2.2088633732540983,0.13721973950449518,exam_abnormal
race_ethNH Black,0.2452880497754207,0.14879665680527307,2.7174804822099334,0.09925457395959447,exam_abnormal
race_ethHispanic,0.13669319842530014,0.18804388368594907,0.5284153034491434,0.46727386175914065,exam_abnormal
race_ethNH Other,-0.07527037548591956,0.3020387958427542,0.062104447810450325,0.8032001700000954,exam_abnormal
studyTODAY,-3.4042000068680998,0.4136064416731318,67.7416153444218,2.220446049250313e-16,exam_abnormal
(Intercept),-0.684568695816552,0.173859173003708,15.503824814376811,8.233847912031411e-5,combined_abnormal
clusterySIDD,-0.029050182950333923,0.14868115467705018,0.03817560190251979,0.8450909502495997,combined_abnormal
clusterySIRD,0.13259103808820577,0.130814891944849,1.027339456174602,0.3107843730587998,combined_abnormal
age_category>15,0.20163181505530953,0.12012844653532186,2.8172565499754585,0.09325567227950793,combined_abnormal
age_category14-15,0.23451480997136742,0.1858740894883176,1.591852560426976,0.20706165419346512,combined_abnormal
female,-0.026317240026746288,0.11253786228037034,0.054686906923714945,0.8150996310744865,combined_abnormal
race_ethNH Black,0.1560072623806682,0.13218019244231058,1.3930184616548025,0.23789601444543673,combined_abnormal
race_ethHispanic,0.018779932709102463,0.16761207709891354,0.012553864811412865,0.9107884949109839,combined_abnormal
race_ethNH Other,0.09994939150816906,0.2601491816528009,0.1476098642358396,0.7008300020416197,combined_abnormal
studyTODAY,-1.853763562481681,0.1875160975509742,97.73082624428702,0,combined_abnormal
(Intercept),-2.2449782832468403,0.34573100435856124,42.164565836700596,8.390665939828068e-11,survey_abnormal_nstudy
clusterySIDD,-0.26930405895932996,0.3705197430986654,0.5282786870505136,0.467331435465245,survey_abnormal_nstudy
clusterySIRD,0.01188668651578651,0.2744231967014195,0.0018762036676117856,0.9654503012784902,survey_abnormal_nstudy
age_category>15,0.4878381386215842,0.29533787786809573,2.728432411667084,0.09857599711305709,survey_abnormal_nstudy
age_category14-15,0.3537939335466088,0.33798443374067855,1.0957396221091638,0.2952029839473408,survey_abnormal_nstudy
female,0.1130053757639599,0.26105719433999197,0.18738157070984107,0.6651049074370604,survey_abnormal_nstudy
race_ethNH Black,0.1428267545272823,0.29292360701035863,0.2377444508245486,0.6258399585089021,survey_abnormal_nstudy
race_ethHispanic,-0.8556593839762265,0.3846519777663408,4.948412503750173,0.026114637404792362,survey_abnormal_nstudy
race_ethNH Other,-0.32140171509519255,0.4987963064179416,0.41519290374287754,0.519345490581762,survey_abnormal_nstudy
(Intercept),-1.7435311484006129,0.23794661992301985,53.69085761917223,2.347011474057581e-13,exam_abnormal_nstudy
clusterySIDD,0.9458586412969108,0.19935540236722396,22.51108632511809,2.0893428758217425e-6,exam_abnormal_nstudy
clusterySIRD,0.7041726747518902,0.18835248474895508,13.977053552324021,1.8505540532764986e-4,exam_abnormal_nstudy
age_category>15,0.456301749513824,0.15765525952813828,8.376977331537066,0.003800038931905614,exam_abnormal_nstudy
age_category14-15,-0.4002684006735347,0.2509534169856661,2.5439957709727095,0.11071428477653056,exam_abnormal_nstudy
female,-0.1611131364918427,0.14855235904883804,1.1762585656789972,0.27811899548981955,exam_abnormal_nstudy
race_ethNH Black,0.20713228700205388,0.16948828928754384,1.4935377644304362,0.22166836600925532,exam_abnormal_nstudy
race_ethHispanic,-0.35022227731822614,0.23555074694890404,2.210642748050597,0.13706155501969153,exam_abnormal_nstudy
race_ethNH Other,-0.3321259405136581,0.31387304363193463,1.1196893746230594,0.28998534944501575,exam_abnormal_nstudy
(Intercept),-1.4423615541060704,0.1946254285709651,54.92235005333403,1.2534417948018017e-13,combined_abnormal_nstudy
